,stim1,stim2,choice,Reward
152,2,1,1,0
153,1,0,1,0
154,1,0,1,1
155,1,0,0,0
156,1,2,0,0
157,0,2,1,0
158,0,3,1,1
159,1,0,0,0
160,0,2,0,0
161,2,3,1,1
162,3,2,0,1
163,3,0,0,1
164,0,2,1,1
165,1,2,1,1
166,1,3,1,1
167,3,2,0,0
168,1,0,0,0
169,3,2,1,1
170,1,0,1,0
171,1,0,0,1
172,2,1,1,0
173,2,0,0,1
174,3,1,1,1
175,0,3,0,0
176,1,2,1,0
177,2,0,0,0
178,2,1,1,0
179,2,1,1,0
180,1,0,0,1
181,2,3,1,1
182,1,3,1,1
183,2,0,0,1
184,0,3,1,1
185,0,3,0,0
186,2,1,0,1
187,0,1,1,1
188,1,3,0,0
189,0,1,1,0
190,2,0,0,1
191,1,2,1,1
192,3,0,0,1
193,0,1,0,0
194,0,3,1,1
195,2,0,0,0
196,0,3,1,1
197,0,1,1,0
198,2,1,1,0
199,1,3,0,0
200,1,2,0,0
201,0,3,0,0
202,0,1,0,0
203,0,1,0,0
204,0,2,0,1
205,3,0,0,1
206,0,1,0,1
207,0,1,0,0
208,2,0,1,0
209,2,0,1,0
210,1,3,1,0
211,3,0,0,0
212,3,1,1,0
213,1,0,0,0
214,0,1,0,1
215,3,1,0,1
216,1,3,1,1
217,0,3,0,0
218,1,2,1,0
219,1,2,0,0
220,0,1,0,1
221,2,0,1,0
222,2,3,1,1
223,3,1,1,0
224,0,1,1,0
225,3,1,1,0
226,0,2,1,0
227,3,0,0,1
228,0,2,0,0
229,3,1,0,1
230,2,0,0,1
231,2,1,0,1
232,2,0,0,0
233,0,1,0,0
234,1,3,1,1
235,2,1,1,1
236,2,3,1,1
237,2,3,1,1
238,1,0,0,0
239,1,2,0,0
240,0,2,0,0
241,0,2,0,0
242,0,1,1,0
243,1,2,0,1
244,1,2,0,0
245,3,1,1,0
246,1,2,0,0
247,1,2,1,1
248,1,2,0,1
249,1,0,1,0
250,3,0,1,0
251,3,1,1,0
252,0,3,1,1
253,3,2,1,1
254,2,1,1,0
255,2,3,0,0
256,3,2,0,1
257,0,1,0,0
258,1,2,1,0
259,1,2,0,1
260,0,2,1,1
261,1,2,0,0
262,2,0,1,0
263,1,0,1,0
264,2,3,1,1
265,1,3,1,1
266,2,1,0,1
267,0,3,1,1
268,0,2,1,1
269,3,1,1,0
270,2,0,0,0
271,2,1,1,0
272,3,1,0,1
273,0,2,1,1
274,0,1,0,0
275,1,0,0,0
276,2,3,0,1
277,3,1,0,1
278,2,0,0,0
279,0,1,0,0
280,1,3,1,1
281,1,2,0,1
282,1,3,1,1
283,1,0,1,0
284,0,3,0,0
285,3,2,0,1
286,0,1,0,0
287,0,1,1,0
288,1,0,0,0
289,0,2,1,1
290,1,0,0,0
291,0,1,0,0
292,1,3,0,0
293,2,0,1,0
294,2,0,0,1
295,0,2,0,0
296,3,1,0,0
297,1,3,0,0
298,3,1,0,1
299,1,3,1,1
300,3,1,1,0
301,0,1,1,0
302,0,2,1,1
303,3,2,1,1
304,1,3,0,1
305,0,2,1,0
306,3,0,0,1
307,0,3,0,0
308,3,0,1,0
309,1,3,1,0
310,3,2,1,1
311,0,3,1,0
312,2,1,0,0
313,1,3,0,0
314,2,3,1,1
315,0,2,1,1
316,0,3,1,1
317,0,3,1,0
318,2,3,1,1
319,0,1,0,0
320,1,0,1,0
321,2,3,1,0
322,3,2,0,1
323,1,0,1,0
324,0,1,1,1
325,3,0,0,1
326,0,1,1,0
327,2,3,1,1
328,3,2,0,1
329,3,1,0,1
330,1,3,0,1
331,0,2,0,1
332,1,2,1,0
333,2,1,0,0
334,3,0,0,0
335,3,2,0,1
336,3,0,0,1
337,1,3,0,0
338,3,2,1,1
339,0,3,1,1
340,2,1,0,1
341,3,1,1,1
342,3,1,1,1
343,1,0,0,0
344,1,3,1,1
345,1,0,0,0
346,2,1,1,1
347,0,3,0,0
348,3,0,0,1
349,1,2,1,0
350,1,0,1,0
351,0,2,0,0
352,2,3,1,1
353,2,0,1,0
354,1,2,1,1
355,3,0,1,0
356,1,2,0,1
357,1,0,0,0
358,3,2,1,1
359,0,2,1,1
360,2,3,1,1
361,2,1,1,0
362,1,0,1,0
363,1,3,1,0
364,3,2,1,0
365,0,3,1,1
366,1,0,0,0
367,2,3,1,1
368,1,2,0,1
369,2,1,0,0
370,1,2,0,1
371,1,2,0,0
372,2,0,0,1
373,0,2,1,1
374,0,2,1,1
375,2,3,0,1
376,0,1,1,0
377,0,1,1,0
378,3,0,0,1
379,1,2,1,1
380,0,1,0,0
381,0,1,0,0
382,1,3,0,0
383,2,0,0,0
384,1,3,1,0
385,3,1,1,1
386,3,1,1,0
387,1,3,0,1
388,1,3,0,0
389,2,1,1,1
390,3,0,1,0
391,0,1,1,1
392,2,3,1,0
393,1,0,0,1
394,3,1,0,1
395,3,1,1,0
396,1,2,0,0
397,3,0,1,0
398,3,2,0,0
399,0,1,0,0
400,0,3,0,0
401,3,1,0,1
402,0,2,0,0
403,3,2,0,1
404,1,3,0,0
405,3,0,1,0
406,3,0,1,0
407,1,0,0,1
408,3,1,1,1
409,2,0,1,0
410,2,1,0,1
411,2,0,1,0
412,0,2,1,0
413,0,1,0,0
414,0,3,1,1
415,2,3,0,1
416,3,2,1,1
417,3,1,1,0
418,2,3,0,1
419,3,1,1,0
420,1,3,0,0
421,0,2,1,0
422,2,3,1,1
423,1,3,1,1
424,1,2,1,1
425,1,2,1,0
426,1,3,0,1
427,1,2,1,0
428,1,3,1,0
429,2,3,1,1
430,3,2,1,0
431,1,3,0,1
432,1,2,0,1
433,2,0,1,0
434,0,1,1,1
435,1,3,0,0
436,1,2,0,0
437,1,2,1,0
438,3,1,0,1
439,1,2,0,0
440,1,0,1,0
441,1,2,0,0
442,0,1,0,0
443,2,3,1,1
444,0,1,0,0
445,1,0,0,0
446,3,2,0,1
447,1,2,1,1
448,3,0,0,1
449,1,3,0,0
450,1,3,0,0
451,1,0,1,0
452,1,3,1,0
453,3,0,0,1
454,2,3,1,1
455,3,2,0,1
456,3,0,1,1
457,1,0,1,0
458,3,0,0,1
459,2,0,1,1
460,3,0,0,1
461,0,3,1,1
462,0,2,1,1
463,0,3,0,1
464,1,3,1,1
465,2,0,0,1
466,0,1,0,1
467,0,2,0,0
468,2,3,1,1
469,0,3,0,0
470,2,1,0,0
471,1,2,1,0
472,0,3,1,1
473,2,0,0,1
474,2,3,0,1
475,2,1,0,0
476,1,2,0,0
477,3,1,0,1
478,2,1,1,0
479,0,3,0,0
480,3,1,1,0
481,0,3,1,1
482,0,3,1,0
483,2,1,0,0
484,2,1,0,0
485,2,1,1,0
486,2,3,0,0
487,2,1,1,1
488,1,0,1,0
489,2,1,1,1
490,1,3,1,1
491,3,2,0,1
492,1,3,0,0
493,1,2,0,0
494,0,1,1,0
495,1,2,0,1
496,2,1,0,0
497,0,2,1,0
498,2,1,0,0
499,2,0,1,0
500,0,3,1,1
501,0,1,0,0
502,1,2,0,0
503,3,0,0,0
504,3,2,1,1
505,3,0,0,1
506,3,0,0,1
507,1,0,1,0
508,1,3,0,1
509,0,2,1,1
510,3,1,1,1
511,1,0,0,0
512,0,3,1,1
513,2,3,1,1
514,1,0,1,0
515,2,3,1,1
516,1,2,1,1
517,0,2,1,1
518,1,0,1,0
519,0,1,0,1
520,2,1,0,1
521,3,1,0,1
522,1,0,1,0
523,2,1,1,0
524,2,3,1,1
525,0,3,1,1
526,3,0,0,1
527,3,1,0,1
528,3,2,1,0
529,3,0,1,0
530,0,2,1,0
531,3,1,0,1
532,0,3,0,0
533,1,2,1,0
534,0,1,0,0
535,3,2,0,1
536,0,2,0,0
537,1,2,1,1
538,0,2,1,1
539,0,3,1,1
540,3,0,1,0
541,3,1,1,0
542,1,2,1,0
543,0,1,1,1
544,0,1,0,0
545,3,2,0,1
546,1,2,1,1
547,3,2,1,1
548,1,0,1,0
549,1,3,0,1
550,1,0,1,1
551,2,1,0,0
552,1,2,0,1
553,1,2,1,1
554,0,3,1,1
555,1,3,1,1
556,0,2,1,0
557,2,3,1,0
558,3,1,0,1
559,1,0,0,0
560,1,3,0,0
561,1,0,1,0
562,2,0,0,1
563,1,2,1,0
564,0,2,0,0
565,3,1,0,0
566,1,3,1,0
567,2,0,1,0
568,0,1,1,0
569,2,3,0,1
570,2,1,0,0
571,1,2,0,0
572,0,3,1,1
573,0,1,0,0
574,3,0,0,1
575,3,0,0,1
576,0,1,1,0
577,1,3,1,1
578,1,3,0,0
579,2,1,0,1
580,2,1,0,1
581,2,3,1,1
582,3,2,1,0
583,2,0,0,1
584,2,3,1,1
585,1,0,1,0
586,1,0,1,0
587,1,2,1,1
588,2,0,0,1
589,2,3,1,0
590,0,3,1,1
591,3,1,0,1
592,0,2,0,0
593,1,0,0,0
594,2,3,0,1
595,1,3,1,1
596,3,1,0,1
597,1,3,1,1
598,0,3,1,1
599,3,1,0,0
600,3,0,1,0
601,2,1,0,1
602,1,0,0,0
603,1,2,1,1
604,1,0,0,0
605,1,0,1,1
606,1,0,1,0
607,0,1,0,0
608,2,1,0,1
609,1,2,1,1
610,3,0,1,0
611,3,1,0,1
612,3,0,0,1
613,3,2,0,1
614,0,2,1,0
615,3,0,0,1
616,1,2,1,0
617,3,0,1,0
618,3,0,0,1
619,0,2,0,0
620,1,0,1,0
621,0,3,1,1
622,2,1,0,0
623,2,0,0,1
624,3,0,1,0
625,0,1,0,0
626,0,1,1,0
627,2,0,0,1
628,0,2,1,0
629,3,1,0,0
630,2,1,0,0
631,1,0,1,1
632,2,0,1,0
633,2,0,1,0
634,1,2,0,0
635,1,3,1,1
636,0,1,1,0
637,3,2,0,1
638,3,0,0,1
639,1,3,1,1
640,2,1,0,1
641,3,2,0,1
642,2,0,0,1
643,2,3,1,1
644,0,2,0,0
645,3,0,0,1
646,3,0,1,0
647,1,0,1,0
648,1,2,1,1
649,3,1,0,1
650,3,2,1,1
651,0,3,1,1
652,0,1,0,0
653,3,1,0,1
654,0,3,1,1
655,2,0,0,1
656,1,2,1,0
657,2,3,1,1
658,3,2,1,1
659,3,1,0,1
660,3,1,0,1
661,1,2,1,1
662,1,0,0,0
663,2,1,0,0
664,1,0,1,0
665,2,3,0,1
666,2,1,1,0
667,3,2,1,0
668,0,3,1,1
669,2,3,1,1
670,0,1,0,0
671,2,3,0,1
672,1,3,1,1
673,0,1,0,0
674,3,0,0,1
675,0,1,1,0
676,2,1,1,0
677,2,0,0,1
678,1,3,1,1
679,0,1,0,0
680,0,1,0,0
681,0,3,1,1
682,2,3,0,1
683,2,3,0,0
684,2,3,1,0
685,1,0,0,0
686,0,1,0,0
687,0,3,1,0
688,1,3,1,0
689,2,3,1,1
690,0,1,0,0
691,0,3,1,1
692,2,3,1,1
693,1,0,0,0
694,0,3,1,1
695,2,0,1,0
696,3,2,0,1
697,3,1,1,1
698,3,1,0,1
699,0,3,1,1
700,2,1,1,1
701,0,2,1,0
702,3,0,0,1
703,3,1,0,1
704,1,3,1,1
705,0,2,0,0
706,3,2,0,1
707,1,2,0,0
708,2,0,0,0
709,0,1,0,0
710,0,1,1,0
711,2,3,1,1
712,1,3,1,1
713,0,3,1,1
714,1,2,1,0
715,1,0,1,0
716,3,0,0,1
717,2,3,0,1
718,2,3,1,0
719,0,3,0,1
720,2,3,1,0
721,0,3,1,1
722,1,2,0,0
723,0,1,0,0
724,0,2,0,0
725,3,0,1,0
726,3,0,1,0
727,0,2,0,0
728,3,2,1,0
729,3,0,0,1
730,1,3,1,1
731,1,3,1,1
732,3,2,0,1
733,3,2,0,1
734,1,0,0,0
735,1,3,1,1
736,3,1,0,1
737,2,3,0,0
738,3,1,0,1
739,3,1,0,1
740,0,1,1,1
741,0,2,1,1
742,3,0,0,1
743,2,1,0,1
744,3,2,1,1
745,1,0,0,0
746,2,0,0,0
747,3,2,1,0
748,2,3,0,0
749,3,1,0,1
750,3,0,0,1
751,0,3,1,1
752,1,0,0,0
753,3,0,0,1
754,0,3,1,1
755,0,2,0,0
756,0,3,1,1
757,2,1,1,1
758,2,1,0,1
759,2,1,0,0
760,0,2,1,0
761,1,3,1,1
762,2,1,1,0
763,1,3,1,1
764,2,1,0,0
765,2,3,1,1
766,2,3,0,0
767,0,3,0,0
768,2,1,1,0
769,2,3,1,1
770,3,1,0,1
771,0,2,0,0
772,1,0,0,0
773,0,1,0,1
774,1,3,1,1
775,1,0,1,0
776,3,2,0,1
777,2,3,0,1
778,1,2,0,0
779,1,3,1,1
780,2,3,1,0
781,2,1,1,0
782,2,1,0,1
783,1,2,1,0
784,0,2,0,0
785,1,2,0,1
786,2,0,0,0
787,3,1,1,0
788,3,2,0,1
789,2,1,0,1
790,2,1,0,1
791,1,3,1,1
792,3,1,0,1
793,0,1,1,0
794,0,2,0,0
795,0,1,1,1
796,2,0,0,1
797,3,0,1,0
798,1,3,0,0
799,2,0,0,0
800,1,0,0,0
801,1,2,1,1
802,2,1,0,1
803,0,1,1,0
804,0,3,1,0
805,2,0,0,0
806,2,1,1,0
807,1,2,1,0
808,0,2,1,0
809,3,1,0,1
810,0,2,1,0
811,2,0,0,1
812,2,3,1,1
813,1,2,0,0
814,3,2,1,0
815,1,3,0,0
816,1,3,1,0
817,2,0,1,0
818,0,3,1,1
819,2,0,1,0
820,0,2,1,1
821,3,0,0,0
822,3,2,0,1
823,3,1,0,1
824,2,0,0,1
825,3,2,0,1
826,1,2,1,1
827,1,2,1,0
828,1,3,1,1
829,3,1,1,0
830,2,0,0,1
831,1,0,0,1
832,3,2,0,1
833,3,0,0,1
834,3,1,0,0
835,2,1,0,1
836,3,1,1,1
837,1,0,1,0
838,2,3,0,0
839,3,1,0,1
840,1,3,0,0
841,1,3,0,0
842,3,2,0,1
843,0,2,1,0
844,0,2,1,0
845,1,0,1,1
846,0,3,0,0
847,0,2,1,1
848,3,1,0,1
849,2,1,1,0
850,2,3,1,0
851,2,0,0,1
852,1,2,1,0
853,1,0,1,0
854,1,3,1,1
855,1,3,0,0
856,3,0,0,1
857,2,0,0,1
858,0,2,0,0
859,0,2,1,0
860,1,0,1,0
861,2,1,0,0
862,0,3,1,1
863,0,3,0,0
864,3,2,0,1
865,3,1,1,0
866,0,3,0,0
867,0,2,1,1
868,3,1,1,1
869,2,0,0,1
870,2,3,0,1
871,0,1,0,0
872,1,2,1,1
873,3,2,1,1
874,0,1,1,0
875,0,3,0,0
876,2,0,1,0
877,0,2,1,1
878,0,2,1,1
879,3,0,0,0
880,2,0,0,1
881,3,2,1,0
882,3,2,0,1
883,3,0,0,1
884,1,3,1,0
885,0,1,1,0
886,2,0,0,0
887,0,3,0,0
888,3,1,0,0
889,2,0,1,0
890,3,2,0,1
891,0,2,0,1
892,1,3,0,1
893,1,3,1,1
894,1,0,0,0
895,3,0,0,1
896,3,2,0,0
897,3,2,1,0
898,2,1,0,0
899,0,1,0,0
900,2,1,0,1
901,0,2,0,0
902,2,0,1,0
903,3,2,0,0
904,2,1,0,0
905,1,3,0,0
906,1,3,1,0
907,2,1,0,1
908,3,2,1,1
909,3,0,0,1
910,2,1,1,0
911,2,1,0,0
912,1,2,0,0
913,2,3,0,1
914,1,2,0,1
915,2,3,1,1
916,3,1,0,1
917,3,1,0,1
918,1,0,0,1
919,2,1,1,1
920,0,1,1,1
921,0,2,1,1
922,1,2,1,1
923,1,3,1,1
924,2,1,0,0
925,2,0,0,0
926,3,0,1,0
927,0,1,1,1
928,2,3,1,0
929,0,2,1,0
930,0,1,0,1
931,2,3,1,1
932,0,3,0,1
933,1,0,1,0
934,0,1,0,0
935,3,1,1,1
936,2,1,1,0
937,0,2,0,0
938,2,0,1,0
939,0,3,1,1
940,2,3,1,1
941,2,3,0,0
942,3,1,1,0
943,3,0,1,0
944,3,1,0,1
945,0,3,1,1
946,2,3,1,1
947,2,3,1,1
948,3,2,0,1
949,0,2,1,1
950,1,3,1,1
951,2,0,0,1
952,1,2,1,1
953,3,2,0,1
954,1,0,0,1
955,3,2,1,0
956,2,1,0,1
957,2,1,1,0
958,0,3,1,0
959,0,1,0,0
960,2,3,0,0
961,1,3,0,1
962,1,3,0,0
963,1,2,1,1
964,2,1,0,1
965,0,3,1,1
966,0,1,0,0
967,3,0,1,0
968,1,2,0,0
969,2,0,0,1
970,3,2,0,1
971,1,3,1,0
972,2,0,1,1
973,2,3,1,1
974,1,2,1,0
975,3,0,1,0
976,3,2,0,1
977,1,3,1,1
978,0,1,1,0
979,3,0,0,1
980,0,1,0,0
981,1,0,0,0
982,1,2,1,0
983,0,1,1,0
984,0,1,0,0
985,0,3,0,0
986,3,0,0,1
987,2,0,1,1
988,2,0,0,0
989,1,3,1,1
990,0,2,1,1
991,2,0,1,0
992,3,1,0,1
993,0,3,0,0
994,3,0,0,0
995,0,1,1,1
996,3,1,1,0
997,1,0,0,0
998,1,0,0,0
999,0,3,1,1
1000,3,2,1,0
1001,1,3,1,1
1002,3,2,0,1
1003,3,1,0,1
1004,2,0,1,1
1005,1,0,1,0
1006,2,1,1,0
1007,1,2,0,0
1008,2,1,1,0
1009,3,0,0,0
1010,3,2,1,1
1011,2,1,0,0
1012,3,2,0,1
1013,1,2,0,0
1014,3,0,0,1
1015,3,0,1,0
1016,2,0,0,1
1017,1,0,1,0
1018,2,1,0,1
1019,0,2,0,0
1020,1,3,1,0
1021,3,2,0,0
1022,2,1,0,0
1023,3,0,0,0
1024,0,1,1,0
1025,3,0,1,0
1026,3,0,1,0
1027,1,2,0,1
1028,2,0,0,1
1029,0,1,1,0
1030,0,3,0,0
1031,0,2,0,0
1032,3,1,1,0
1033,3,0,0,1
1034,1,2,1,1
1035,0,1,0,0
1036,1,3,1,0
1037,0,2,1,1
1038,3,0,1,0
1039,0,2,0,0
1040,2,0,1,0
1041,1,2,1,0
1042,0,1,0,0
1043,1,2,1,1
1044,1,0,1,0
1045,3,2,1,1
1046,2,3,1,0
1047,2,1,0,0
1048,2,1,0,0
1049,0,2,1,1
1050,0,3,0,0
1051,0,1,0,0
1052,2,0,0,0
1053,0,1,0,0
1054,1,3,1,1
1055,1,3,0,0
1056,3,0,1,0
1057,1,3,1,1
1058,0,2,1,0
1059,1,2,1,0
1060,0,2,1,0
1061,0,2,0,0
1062,1,2,1,1
1063,0,3,0,0
1064,0,1,1,0
1065,2,1,1,0
1066,0,3,1,0
1067,3,1,0,1
1068,3,2,0,1
1069,3,1,0,1
1070,3,1,0,1
1071,3,2,1,0
1072,3,0,0,1
1073,0,1,1,1
1074,0,2,0,0
1075,3,1,0,1
1076,3,0,0,1
1077,2,1,0,1
1078,3,0,0,1
1079,2,1,1,0
1080,0,3,1,1
1081,0,2,1,0
1082,0,2,0,0
1083,2,3,0,1
1084,1,2,1,1
1085,3,0,0,0
1086,1,3,0,0
1087,0,3,1,1
1088,2,1,0,0
1089,2,0,1,0
1090,3,2,0,1
1091,1,2,0,0
1092,3,0,0,0
1093,0,3,1,1
1094,2,0,1,0
1095,2,0,1,0
1096,0,2,0,0
1097,3,0,1,0
1098,0,3,1,1
1099,1,0,0,0
1100,3,2,0,1
1101,3,0,0,1
1102,1,0,1,0
1103,1,0,0,0
1104,1,3,0,1
1105,2,0,0,0
1106,0,3,1,0
1107,0,2,0,1
1108,1,0,0,1
1109,0,3,0,0
1110,1,2,1,1
1111,2,1,1,0
1112,1,2,0,0
1113,0,1,0,0
1114,3,1,0,1
1115,2,1,0,1
1116,2,1,1,0
1117,2,1,0,1
1118,3,2,0,1
1119,1,2,1,0
1120,2,0,1,0
1121,1,3,0,1
1122,2,0,1,0
1123,1,0,1,0
1124,2,1,1,1
1125,3,2,1,1
1126,2,0,0,0
1127,2,3,1,1
1128,3,0,0,0
1129,2,3,0,0
1130,1,0,0,0
1131,1,2,0,0
1132,2,0,0,0
1133,3,0,0,1
1134,3,2,0,1
1135,2,1,0,1
1136,1,2,0,0
1137,3,1,0,1
1138,3,0,1,0
1139,1,0,0,0
1140,3,0,1,0
1141,1,0,1,0
1142,3,2,1,1
1143,2,0,0,1
1144,1,3,1,0
1145,2,1,0,1
1146,1,0,0,0
1147,1,2,1,0
1148,0,1,1,0
1149,3,0,0,0
1150,3,1,0,1
1151,3,2,0,1
1152,3,0,1,0
1153,0,3,1,1
1154,2,1,0,1
1155,3,0,0,0
1156,0,3,1,1
1157,1,2,0,0
1158,2,1,0,0
1159,2,3,0,1
1160,0,3,1,1
1161,3,1,0,1
1162,1,3,1,1
1163,1,3,1,1
1164,3,1,0,1
1165,0,1,0,0
1166,0,1,1,0
1167,3,1,0,1
1168,3,0,0,0
1169,1,3,1,1
1170,3,1,0,1
1171,2,3,1,1
1172,3,0,1,0
1173,3,1,0,0
1174,0,3,1,1
1175,3,0,0,1
1176,2,1,1,0
1177,3,2,0,1
1178,3,1,0,1
1179,3,0,0,1
1180,1,3,0,1
1181,1,3,1,1
1182,1,2,0,1
1183,0,2,1,1
1184,1,2,0,1
1185,3,1,0,1
1186,0,3,0,0
1187,3,2,0,1
1188,0,2,0,0
1189,3,0,1,0
1190,2,3,0,1
1191,2,0,1,0
1192,1,3,1,1
1193,2,3,0,0
1194,3,2,0,1
1195,3,2,0,0
1196,1,2,0,1
1197,0,2,1,0
1198,1,3,0,0
1199,3,2,1,0
1200,3,2,0,1
1201,3,1,1,0
1202,3,1,1,0
1203,3,1,1,1
1204,0,3,0,0
1205,2,3,1,1
1206,0,1,0,1
1207,1,2,0,0
1208,1,0,1,0
1209,2,3,1,1
1210,0,1,1,0
1211,0,2,0,0
1212,2,1,1,0
1213,0,1,0,0
1214,0,2,0,0
1215,2,0,1,0
1216,3,2,0,1
1217,1,3,0,0
1218,1,0,0,0
1219,2,3,1,0
1220,2,1,1,0
1221,1,2,1,0
1222,2,3,0,1
1223,1,2,1,1
1224,1,2,1,1
1225,2,1,0,0
1226,1,0,1,0
1227,0,2,0,0
1228,3,0,1,0
1229,1,3,1,1
1230,3,0,1,0
1231,3,2,1,0
1232,0,3,0,0
1233,2,1,0,0
1234,0,2,0,0
1235,1,3,1,1
1236,1,0,1,0
1237,0,2,1,1
1238,0,1,0,0
1239,1,3,1,1
1240,3,0,0,1
1241,1,2,1,1
1242,1,2,0,0
1243,2,0,0,1
1244,2,0,0,0
1245,1,3,0,1
1246,0,3,1,1
1247,1,0,1,1
1248,2,0,1,0
1249,0,3,0,0
1250,1,0,0,1
1251,0,3,1,1
1252,2,0,0,1
1253,3,1,0,1
1254,1,0,0,0
1255,3,2,1,1
1256,2,3,0,0
1257,0,3,0,0
1258,2,1,0,1
1259,2,1,0,1
1260,2,0,0,1
1261,2,0,0,1
1262,1,2,0,0
1263,2,3,1,1
1264,1,0,0,0
1265,0,2,1,1
1266,2,1,1,0
1267,3,1,1,0
1268,1,2,1,0
1269,2,1,0,1
1270,3,2,0,1
1271,2,0,0,0
1272,2,0,1,0
1273,0,2,1,1
1274,2,1,0,1
1275,3,2,0,1
1276,1,3,0,0
1277,3,1,0,1
1278,0,2,1,1
1279,0,1,1,0
1280,3,2,0,1
1281,3,0,0,0
1282,1,2,0,0
1283,0,3,0,1
1284,3,0,1,1
1285,0,3,0,0
1286,0,2,0,0
1287,3,1,1,1
1288,1,3,1,0
1289,3,0,1,0
1290,2,0,1,0
1291,2,0,0,0
1292,3,0,1,0
1293,0,2,0,0
1294,0,1,1,0
1295,1,3,1,1
1296,3,1,0,0
1297,3,0,0,1
1298,2,0,0,1
1299,1,2,1,0
1300,0,1,1,0
1301,2,0,1,0
1302,1,3,1,1
1303,2,1,0,1
1304,2,3,0,1
1305,2,3,0,1
1306,2,1,1,1
1307,2,3,1,1
1308,0,2,1,1
1309,2,1,1,0
1310,2,3,1,1
1311,3,1,1,0
1312,2,3,0,0
1313,2,3,0,1
1314,3,0,0,1
1315,1,2,1,0
1316,3,0,0,1
1317,3,0,1,0
1318,3,0,1,0
1319,0,2,0,0
1320,1,2,0,0
1321,2,0,0,1
1322,1,2,1,1
1323,1,0,0,0
1324,0,1,0,0
1325,2,3,1,1
1326,1,3,1,0
1327,3,0,1,0
1328,2,1,0,0
1329,3,1,0,1
1330,1,2,1,1
1331,2,0,0,0
1332,2,3,0,1
1333,3,1,0,1
1334,3,0,1,0
1335,3,2,0,1
1336,2,0,0,1
1337,3,1,1,0
1338,2,1,1,0
1339,1,2,1,0
1340,3,2,0,1
1341,0,3,0,0
1342,2,0,0,0
1343,2,3,0,1
1344,1,3,0,0
1345,2,0,0,1
1346,0,1,0,0
1347,0,2,1,1
1348,2,3,0,1
1349,3,1,0,1
1350,1,0,1,0
1351,0,2,1,1
1352,1,0,1,1
1353,1,0,1,0
1354,3,0,0,1
1355,0,1,0,0
1356,3,2,1,1
1357,1,3,1,1
1358,1,0,1,0
1359,0,3,1,1
