,stim1,stim2,choice,Reward
167,1,0,0,0
168,1,2,0,1
169,1,3,1,0
170,2,0,0,1
171,1,2,1,1
172,3,0,0,0
173,1,3,1,0
174,1,3,0,0
175,3,1,1,0
176,1,0,1,1
177,2,1,1,0
178,0,1,0,0
179,0,1,1,1
180,3,1,1,1
181,2,0,0,1
182,0,1,0,0
183,1,0,0,0
184,0,3,1,1
185,2,1,0,1
186,1,2,0,0
187,2,0,0,1
188,3,1,0,1
189,0,1,1,0
190,1,2,0,1
191,0,3,0,0
192,3,2,1,1
193,0,1,0,0
194,1,3,0,0
195,1,0,0,0
196,1,2,1,1
197,2,3,1,0
198,2,3,1,1
199,0,2,0,1
200,3,1,1,0
201,0,2,1,1
202,3,0,1,1
203,1,2,0,1
204,1,3,0,1
205,0,2,1,0
206,3,2,0,0
207,1,2,0,1
208,2,3,1,0
209,2,3,1,0
210,1,2,1,0
211,2,3,1,0
212,0,3,1,0
213,1,2,1,0
214,1,2,1,1
215,1,2,1,0
216,3,1,0,0
217,3,1,1,0
218,2,0,0,1
219,3,2,1,0
220,0,1,1,1
221,3,0,0,0
222,2,0,1,1
223,0,2,0,1
224,3,2,0,0
225,1,3,1,0
226,3,2,1,1
227,2,0,1,1
228,1,3,0,1
229,0,3,0,1
230,3,1,1,1
231,1,2,1,0
232,1,2,0,1
233,1,0,1,0
234,3,0,0,0
235,3,1,0,0
236,2,1,1,1
237,2,0,1,1
238,1,3,0,1
239,2,3,0,1
240,2,3,1,0
241,2,1,1,0
242,3,1,1,1
243,2,3,1,0
244,2,1,1,1
245,0,3,0,1
246,2,3,0,0
247,0,2,1,0
248,3,2,0,1
249,3,0,1,1
250,2,3,0,0
251,3,1,0,0
252,0,3,0,0
253,3,1,1,0
254,2,3,1,1
255,2,0,1,0
256,0,3,1,1
257,2,0,0,0
258,3,1,0,1
259,0,2,0,0
260,0,2,1,1
261,0,1,0,0
262,2,1,0,1
263,2,0,0,1
264,2,1,1,1
265,0,2,1,0
266,3,1,1,1
267,3,0,0,1
268,1,3,1,1
269,0,2,0,0
270,1,3,0,0
271,1,0,0,0
272,0,1,1,0
273,3,2,1,0
274,0,3,1,1
275,2,3,1,1
276,3,1,1,0
277,3,2,0,1
278,2,3,1,1
279,3,2,0,1
280,3,0,1,0
281,1,3,0,0
282,2,3,1,1
283,2,3,1,1
284,0,3,1,1
285,0,3,1,1
286,2,1,1,0
287,1,2,0,0
288,1,0,1,0
289,2,3,0,0
290,1,0,1,1
291,0,2,0,0
292,3,1,1,1
293,0,3,1,0
294,1,3,1,1
295,2,3,1,1
296,1,2,0,1
297,2,0,0,1
298,1,2,0,0
299,1,3,1,1
300,0,3,1,0
301,1,2,1,1
302,1,0,0,0
303,0,3,1,0
304,1,2,0,1
305,1,0,0,1
306,1,3,0,0
307,1,3,1,0
308,2,1,1,0
309,0,1,1,1
310,0,2,0,1
311,0,2,0,1
312,0,3,1,0
313,3,0,1,1
314,0,2,1,1
315,2,1,0,0
316,2,1,0,0
317,2,3,1,0
318,0,1,1,1
319,3,1,1,0
320,2,1,1,1
321,2,1,0,1
322,0,3,1,0
323,0,1,1,0
324,3,1,0,0
325,2,3,0,0
326,0,1,0,1
327,0,1,1,1
328,1,3,0,1
329,3,0,0,1
330,2,1,1,1
331,1,3,0,1
332,3,2,1,1
333,2,3,0,0
334,3,1,0,0
335,2,0,0,1
336,3,0,1,1
337,2,1,1,0
338,1,3,1,0
339,3,0,0,0
340,0,1,1,1
341,3,1,1,0
342,0,1,1,0
343,0,1,1,1
344,2,0,0,0
345,1,0,1,1
346,0,3,1,0
347,2,3,1,0
348,2,1,1,0
349,1,3,1,0
350,2,0,1,0
351,0,3,1,0
352,0,1,1,0
353,3,0,1,0
354,1,3,1,1
355,0,2,0,0
356,0,3,0,0
357,0,1,0,0
358,2,1,0,1
359,1,0,0,0
360,0,3,0,0
361,1,0,0,1
362,1,2,1,1
363,1,3,0,1
364,3,2,0,1
365,3,0,0,1
366,3,2,0,1
367,2,0,1,0
368,3,2,1,1
369,1,0,0,0
370,1,0,1,0
371,2,0,1,0
372,3,0,1,0
373,3,0,0,1
374,1,0,1,0
375,2,0,1,0
376,2,1,0,1
377,0,1,0,0
378,2,3,1,1
379,3,2,1,1
380,3,1,0,0
381,0,2,0,0
382,3,1,1,0
383,1,2,1,1
384,0,1,1,0
385,1,3,1,1
386,1,3,1,1
387,0,3,1,1
388,3,2,1,0
389,1,3,1,1
390,2,1,1,1
391,3,0,0,0
392,3,1,0,1
393,2,3,1,1
394,3,2,1,1
395,2,0,0,1
396,0,3,0,0
397,3,0,0,1
398,1,3,0,0
399,1,2,1,0
400,3,0,0,0
401,3,0,0,1
402,0,1,1,0
403,1,2,0,0
404,1,2,1,0
405,2,3,1,0
406,1,2,1,0
407,0,3,0,1
408,2,0,1,1
409,2,1,0,0
410,2,3,1,1
411,1,3,0,0
412,2,3,0,0
413,1,0,1,1
414,2,3,0,0
415,2,1,0,0
416,3,0,1,1
417,3,0,1,0
418,3,1,0,0
419,1,3,1,0
420,1,3,0,1
421,0,3,0,1
422,3,2,1,0
423,1,3,1,0
424,1,2,1,1
425,2,0,1,0
426,2,0,0,0
427,3,0,1,1
428,2,0,0,0
429,3,0,1,1
430,2,0,1,1
431,1,0,0,0
432,2,3,0,0
433,3,0,0,0
434,3,1,1,1
435,3,0,0,0
436,2,0,1,1
437,2,3,1,0
438,2,1,1,1
439,1,0,0,1
440,3,1,1,1
441,2,3,0,0
442,1,2,0,0
443,3,0,1,1
444,0,3,0,1
445,3,0,1,1
446,0,2,0,1
447,0,2,0,1
448,2,3,0,0
449,0,1,1,1
450,1,0,1,0
451,0,3,0,0
452,3,1,1,0
453,1,3,1,0
454,2,0,1,0
455,3,2,0,1
456,2,0,1,0
457,0,2,1,1
458,0,2,1,0
459,2,0,1,0
460,2,3,1,1
461,2,0,0,0
462,0,2,0,0
463,0,3,1,1
464,1,2,0,0
465,0,2,1,0
466,2,3,1,1
467,1,0,1,0
468,2,1,1,1
469,2,3,1,1
470,0,1,0,0
471,2,1,0,0
472,3,2,1,0
473,3,2,0,0
474,2,0,1,0
475,3,0,0,1
476,1,2,0,1
477,0,2,1,0
478,3,1,1,0
479,0,2,0,0
480,2,0,0,1
481,0,3,0,0
482,1,0,1,0
483,3,1,0,1
484,1,0,0,0
485,1,2,1,1
486,2,1,1,0
487,3,2,0,1
488,0,3,0,0
489,2,3,1,1
490,2,1,1,0
491,1,2,1,0
492,0,1,1,1
493,1,2,0,0
494,1,0,0,0
495,0,1,1,1
496,3,0,0,0
497,1,2,1,1
498,2,3,1,1
499,2,3,0,0
500,0,3,1,0
501,3,0,0,0
502,3,2,0,0
503,0,3,1,0
504,1,0,0,0
505,2,3,1,1
506,3,1,1,1
507,0,1,1,1
508,1,0,1,1
509,3,2,0,0
510,3,2,0,1
511,3,0,1,1
512,1,2,1,1
513,1,0,0,1
514,0,2,1,0
515,2,3,1,0
516,3,2,1,1
517,1,0,0,1
518,0,2,0,1
519,2,3,0,0
520,3,0,1,1
521,2,1,0,0
522,2,1,1,0
523,1,3,0,0
524,1,3,0,1
525,3,0,0,0
526,3,0,0,0
527,0,2,0,0
528,0,2,1,0
529,3,0,1,1
530,1,3,0,0
531,1,3,1,0
532,2,0,1,1
533,3,0,1,1
534,1,0,0,1
535,0,1,1,1
536,2,1,1,1
537,1,3,0,1
538,2,3,1,0
539,3,1,1,0
540,0,1,1,0
541,1,0,1,1
542,1,3,0,0
543,2,0,1,0
544,3,0,1,1
545,0,1,0,1
546,3,0,0,0
547,1,3,0,1
548,0,2,0,1
549,3,1,1,0
550,2,3,0,0
551,1,2,0,0
552,2,3,0,1
553,3,0,1,0
554,3,0,1,0
555,0,2,1,1
556,0,3,1,1
557,0,1,0,0
558,2,0,1,0
559,0,1,1,0
560,1,3,1,1
561,2,0,1,0
562,1,2,0,1
563,3,0,0,0
564,1,0,1,0
565,3,0,0,0
566,0,2,0,0
567,1,2,0,0
568,1,3,1,1
569,2,1,0,0
570,2,0,0,1
571,2,1,0,0
572,0,3,1,1
573,3,0,0,1
574,2,1,1,0
575,2,3,1,0
576,1,2,0,1
577,2,1,0,1
578,0,2,0,0
579,1,2,0,0
580,0,2,1,1
581,0,1,1,1
582,3,2,1,0
583,2,1,1,0
584,2,0,0,0
585,1,2,0,0
586,2,1,0,0
587,2,3,0,1
588,0,3,0,0
589,3,0,0,1
590,1,0,1,0
591,0,1,1,1
592,2,0,0,1
593,1,3,0,0
594,1,2,0,0
595,1,3,0,0
596,1,2,0,0
597,1,0,0,1
598,0,2,1,1
599,3,0,0,1
600,0,3,0,0
601,2,0,0,1
602,2,1,0,1
603,2,0,0,1
604,2,0,0,0
605,2,1,1,1
606,3,0,1,1
607,0,3,1,0
608,3,0,1,1
609,2,3,0,0
610,2,0,1,0
611,2,0,0,0
612,2,0,1,1
613,3,1,0,0
614,0,2,0,1
615,3,0,0,0
616,0,2,0,1
617,1,3,1,0
618,2,3,1,0
619,3,1,1,1
620,0,2,0,1
621,1,0,1,1
622,2,1,0,0
623,3,0,0,0
624,2,3,0,0
625,3,2,0,0
626,0,2,1,0
627,3,2,0,0
628,3,0,1,1
629,3,2,1,0
630,2,0,0,0
631,3,0,0,0
632,3,0,0,1
633,2,0,0,0
634,0,3,1,0
635,3,2,0,0
636,0,3,1,0
637,3,2,0,0
638,3,2,0,0
639,1,3,0,1
640,2,3,0,0
641,0,1,0,1
642,1,0,0,0
643,1,3,0,1
644,2,1,0,0
645,0,2,0,1
646,3,2,1,0
647,1,3,1,0
648,0,3,0,1
649,3,2,0,0
650,3,0,0,1
651,0,1,1,0
652,1,3,0,0
653,1,3,1,1
654,0,2,1,0
655,0,1,0,0
656,3,0,0,1
657,3,0,1,0
658,1,2,0,1
659,2,3,1,1
660,1,2,0,0
661,0,2,0,0
662,1,2,0,0
663,0,1,0,0
664,3,2,1,1
665,0,3,0,0
666,2,1,1,0
667,0,1,1,0
668,1,0,1,0
669,1,2,0,0
670,3,1,0,0
671,1,2,1,0
672,0,1,1,0
673,2,3,0,1
674,0,3,1,1
675,0,1,0,0
676,2,1,0,0
677,1,2,1,1
678,0,1,0,0
679,2,0,0,1
680,3,0,0,0
681,1,3,1,1
682,3,0,1,0
683,0,1,0,0
684,0,2,1,1
685,0,3,1,1
686,2,1,1,0
687,0,1,1,0
688,2,1,0,1
689,0,2,0,0
690,2,0,0,1
691,2,1,0,1
692,0,2,0,0
693,3,2,1,1
694,2,3,1,1
695,3,0,0,1
696,0,3,1,1
697,1,3,1,0
698,0,3,1,1
699,1,2,1,1
700,0,3,1,0
701,2,3,0,0
702,3,1,1,1
703,3,1,1,0
704,0,1,1,1
705,3,2,0,0
706,3,1,1,1
707,1,2,1,0
708,3,1,0,0
709,1,0,0,1
710,3,1,0,0
711,1,0,1,1
712,1,0,0,0
713,2,0,1,0
714,0,2,1,0
715,0,1,0,1
716,1,0,1,1
717,2,1,1,1
718,2,3,1,0
719,3,1,1,1
720,1,0,0,1
721,2,1,1,0
722,2,0,0,1
723,1,0,1,0
724,2,1,1,1
725,1,3,0,0
726,1,0,0,0
727,1,0,0,0
728,2,1,0,1
729,3,0,1,1
730,3,1,0,0
731,2,0,1,1
732,1,2,1,1
733,2,3,1,0
734,2,1,0,0
735,1,0,1,0
736,1,3,1,0
737,3,1,1,0
738,0,3,0,1
739,2,0,1,1
740,0,3,0,0
741,0,3,0,1
742,3,2,1,0
743,3,1,0,0
744,3,2,0,0
745,1,0,1,1
746,1,0,1,1
747,1,3,0,0
748,3,1,0,0
749,3,2,1,0
750,1,2,1,1
751,2,0,1,0
752,2,1,1,0
753,1,3,1,1
754,2,1,1,1
755,2,1,0,1
756,0,2,0,0
757,0,2,1,0
758,2,0,1,1
759,0,1,0,0
760,0,1,1,0
761,0,1,0,0
762,3,1,1,1
763,0,2,1,0
764,3,1,0,0
765,1,2,0,0
766,0,2,1,1
767,2,3,0,1
768,3,1,1,0
769,1,3,1,1
770,1,2,1,0
771,0,2,1,1
772,0,1,0,0
773,1,0,0,0
774,0,3,1,1
775,1,0,1,0
776,0,3,0,0
777,3,1,1,1
778,3,2,0,1
779,2,1,1,1
780,3,2,1,1
781,0,1,1,1
782,1,2,1,1
783,0,3,1,1
784,2,1,0,0
785,0,2,1,1
786,3,0,0,1
787,2,3,0,1
788,3,0,0,1
789,2,1,0,0
790,1,2,1,1
791,3,2,1,0
792,2,0,1,0
793,1,2,0,0
794,1,3,1,1
795,1,3,1,1
796,1,2,1,1
797,3,0,0,1
798,3,0,0,1
799,2,1,1,1
800,3,1,0,0
801,2,3,1,0
802,3,2,0,0
803,2,3,0,0
804,1,2,0,1
805,0,1,0,1
806,0,1,1,1
807,3,0,1,0
808,0,2,1,1
809,1,0,1,1
810,2,0,0,0
811,0,2,1,0
812,1,3,1,0
813,0,1,0,1
814,3,1,1,1
815,3,1,0,0
816,2,3,0,0
817,3,0,0,0
818,2,3,0,0
819,3,2,1,0
820,0,1,0,1
821,3,0,1,1
822,2,3,1,0
823,0,3,0,0
824,2,1,0,0
825,0,2,1,1
826,0,2,1,0
827,2,0,1,1
828,1,0,1,0
829,1,3,1,0
830,3,1,0,0
831,0,1,1,0
832,0,3,0,0
833,1,2,0,1
834,3,1,1,0
835,3,2,1,0
836,1,3,0,0
837,3,2,1,1
838,3,2,0,0
839,0,3,1,0
840,1,2,1,0
841,3,2,1,0
842,2,0,0,0
843,2,1,1,1
844,2,0,0,1
845,3,1,1,1
846,3,1,1,1
847,1,2,0,1
848,2,1,1,1
849,2,1,0,0
850,2,3,0,0
851,2,3,0,1
852,1,3,0,0
853,0,1,0,0
854,3,2,1,0
855,3,0,1,0
856,0,1,1,0
857,1,3,0,1
858,2,1,1,0
859,1,0,1,0
860,2,0,0,1
861,2,3,0,0
862,2,3,0,0
863,0,3,1,1
864,3,0,0,0
865,1,0,0,0
866,0,2,0,0
867,3,2,1,1
868,2,0,1,0
869,0,3,0,0
870,2,1,0,1
871,0,1,0,0
872,3,2,0,1
873,0,2,1,0
874,0,2,1,1
875,2,1,0,0
876,2,1,1,0
877,0,1,1,0
878,0,3,0,0
879,3,2,1,1
880,1,2,0,0
881,1,3,0,0
882,1,3,1,1
883,1,0,1,0
884,2,3,1,1
885,0,1,0,0
886,0,3,1,0
887,3,1,1,0
888,0,3,1,1
889,3,0,0,1
890,1,2,1,0
891,2,3,0,1
892,2,1,0,0
893,3,1,1,0
894,2,3,1,1
895,2,3,0,0
896,1,0,0,1
897,0,1,0,0
898,3,1,0,1
899,1,0,0,0
900,3,2,1,0
901,3,1,0,0
902,2,3,1,0
903,3,1,1,1
904,1,2,0,0
905,3,1,1,0
906,2,0,1,0
907,3,0,0,0
908,0,1,1,1
909,0,3,0,1
910,3,0,0,0
911,3,1,0,0
912,3,1,1,1
913,1,3,0,0
914,3,1,1,0
915,0,3,1,0
916,0,1,0,1
917,3,1,1,1
918,1,2,1,1
919,0,3,0,1
920,0,1,0,1
921,3,1,1,0
922,3,2,0,0
923,1,3,0,0
924,1,0,0,0
925,2,3,0,0
926,2,0,0,1
927,0,2,1,1
928,0,3,0,0
929,1,0,1,1
930,3,2,1,0
931,2,1,0,1
932,2,1,0,1
933,1,2,0,0
934,0,2,1,1
935,0,1,0,1
936,1,3,1,0
937,3,2,1,0
938,1,0,1,1
939,3,1,0,0
940,1,0,0,0
941,2,3,0,0
942,0,2,1,0
943,0,1,1,1
944,3,0,0,0
945,0,3,1,0
946,2,1,1,0
947,2,1,1,0
948,0,3,0,1
949,2,1,1,0
950,3,1,0,1
951,0,1,1,0
952,1,3,1,1
953,3,1,0,1
954,2,0,0,0
955,2,1,1,0
956,3,0,0,1
957,2,3,1,0
958,2,1,0,0
959,3,1,0,1
960,3,1,1,0
961,1,2,0,0
962,0,2,0,1
963,1,2,1,0
964,2,3,1,1
965,0,1,1,0
966,3,2,0,1
967,0,3,1,1
968,3,2,1,1
969,3,2,0,1
970,1,3,1,1
971,3,2,0,0
972,2,1,1,0
973,2,0,1,0
974,0,1,1,1
975,0,3,1,0
976,0,3,0,0
977,2,0,0,0
978,0,1,1,0
979,2,1,1,0
980,1,2,0,0
981,3,0,0,0
982,2,0,1,0
983,0,1,0,1
984,0,3,1,0
985,3,0,0,1
986,0,3,0,0
987,0,2,0,1
988,2,0,1,1
989,1,2,0,1
990,0,3,0,1
991,0,2,0,0
992,2,1,0,0
993,3,2,0,1
994,3,0,0,1
995,2,0,0,0
996,3,2,1,1
997,3,0,1,1
998,1,0,1,0
999,0,3,0,0
1000,3,1,0,0
1001,0,2,1,1
1002,0,1,1,1
1003,3,2,1,0
1004,0,3,1,0
1005,0,3,1,0
1006,0,3,0,1
1007,0,3,0,1
1008,1,3,1,0
1009,3,1,0,0
1010,3,0,1,1
1011,0,3,0,0
1012,2,3,1,0
1013,2,3,0,0
1014,1,2,0,1
1015,0,3,0,1
1016,0,1,0,0
1017,3,1,1,0
1018,2,1,1,1
1019,2,1,0,0
1020,3,1,1,0
1021,2,3,0,0
1022,1,3,0,1
1023,2,3,1,0
1024,1,3,0,1
1025,0,3,1,0
1026,1,2,1,0
1027,1,0,0,1
1028,2,1,1,1
1029,2,3,1,0
1030,3,0,1,1
1031,3,0,0,0
1032,1,2,0,1
1033,3,2,0,0
1034,1,0,0,1
1035,3,0,0,0
1036,2,3,1,0
1037,3,2,0,0
1038,1,3,0,1
1039,0,2,0,1
1040,0,1,1,1
1041,2,1,1,1
1042,2,0,0,0
1043,3,0,1,1
1044,2,3,0,0
1045,0,2,1,0
1046,1,0,0,0
1047,2,3,1,0
1048,0,1,1,1
1049,3,0,0,0
1050,1,3,0,0
1051,1,3,0,1
1052,0,3,1,1
1053,2,1,0,0
1054,1,2,1,1
1055,3,1,1,1
1056,0,1,0,0
1057,2,1,0,1
1058,3,2,1,0
1059,2,1,0,1
1060,3,2,1,0
1061,3,0,0,1
1062,1,2,0,1
1063,2,1,1,1
1064,1,3,0,0
1065,0,2,1,1
1066,2,1,1,0
1067,0,1,0,0
1068,1,0,0,1
1069,0,1,1,0
1070,0,3,0,0
1071,0,1,0,0
1072,1,2,1,0
1073,3,2,0,1
1074,0,2,1,0
1075,0,2,0,0
1076,2,1,0,1
1077,3,1,1,1
1078,1,0,0,0
1079,0,1,0,0
1080,3,0,0,1
1081,1,2,1,1
1082,1,3,1,1
1083,3,1,0,1
1084,2,0,1,0
1085,3,0,0,0
1086,3,0,0,0
1087,1,0,1,0
1088,3,1,0,1
1089,2,1,1,0
1090,3,2,1,0
1091,0,2,0,0
1092,3,1,1,0
1093,0,2,1,0
1094,2,3,0,0
1095,1,2,0,1
1096,2,3,1,1
1097,3,1,0,1
1098,3,0,0,1
1099,2,3,1,1
1100,0,1,1,0
1101,1,3,1,0
1102,3,2,1,0
1103,0,3,0,0
1104,0,3,1,0
1105,2,1,1,1
1106,1,3,1,0
1107,1,2,1,0
1108,0,2,0,0
1109,1,0,0,0
1110,0,3,1,0
1111,0,3,1,0
1112,1,0,1,1
1113,3,2,0,0
1114,0,2,0,1
1115,3,2,1,1
1116,3,0,1,1
1117,1,2,1,0
1118,2,1,0,0
1119,2,0,0,0
1120,1,2,1,0
1121,0,2,0,0
1122,1,3,0,1
1123,0,1,1,1
1124,1,0,1,1
1125,0,2,0,1
1126,2,3,1,0
1127,0,1,0,0
1128,0,1,0,1
1129,0,3,1,1
1130,3,0,1,1
1131,0,3,0,1
1132,2,1,1,1
1133,2,0,0,0
1134,1,0,0,1
1135,1,2,0,1
1136,0,2,0,1
1137,2,1,0,0
1138,1,0,1,0
1139,1,3,0,1
1140,3,0,0,0
1141,3,0,1,1
1142,0,2,0,1
1143,2,1,1,1
1144,2,3,1,1
1145,0,2,0,1
1146,3,2,0,0
1147,2,0,1,1
1148,3,0,1,1
1149,2,1,1,1
1150,2,0,1,0
1151,0,1,0,0
1152,0,2,1,0
1153,2,1,1,0
1154,1,3,0,1
1155,0,2,0,0
1156,2,3,1,1
1157,3,2,0,0
1158,0,2,0,0
1159,3,2,0,1
1160,0,3,1,1
1161,2,0,1,0
1162,1,2,0,0
1163,2,3,0,1
1164,0,1,0,0
1165,3,0,1,0
1166,1,3,1,0
1167,0,1,0,0
1168,0,2,1,1
1169,0,3,1,1
1170,1,3,1,1
1171,1,0,1,0
1172,3,2,0,0
1173,1,3,0,0
1174,2,1,1,1
1175,0,1,1,0
1176,1,3,0,1
1177,3,0,0,1
1178,1,0,1,0
1179,3,2,0,1
1180,3,2,1,1
1181,3,2,0,0
1182,2,3,0,0
1183,2,1,0,1
1184,0,1,1,1
1185,0,1,0,0
1186,1,3,1,1
1187,1,2,0,1
1188,3,2,0,1
1189,2,1,1,1
1190,1,3,1,1
1191,2,0,0,0
1192,1,2,0,1
1193,2,0,1,0
1194,0,1,1,0
1195,1,2,0,0
1196,0,2,1,1
1197,3,2,1,1
1198,3,0,0,0
1199,0,1,1,1
1200,1,2,1,1
1201,2,1,0,0
1202,2,3,1,0
1203,0,2,0,1
1204,2,1,1,1
1205,0,2,0,1
1206,0,2,0,1
1207,0,1,1,0
1208,1,0,1,1
1209,0,1,0,1
1210,0,2,0,0
1211,2,1,0,0
1212,0,2,1,0
1213,1,2,0,0
1214,2,0,0,1
1215,0,2,0,1
1216,0,1,1,0
1217,0,3,1,1
1218,2,3,0,0
1219,1,0,0,0
1220,3,1,1,1
1221,2,3,0,0
1222,2,1,0,0
1223,2,0,1,0
1224,2,3,1,0
1225,2,3,1,0
1226,0,1,0,1
1227,2,0,0,0
1228,2,1,0,0
1229,1,0,1,0
1230,1,0,1,0
1231,0,2,0,1
1232,1,2,0,0
1233,1,0,0,1
1234,0,2,0,1
1235,1,3,0,0
1236,1,3,1,0
1237,3,0,1,1
1238,2,3,0,1
1239,0,3,0,1
1240,2,3,0,0
1241,2,0,1,1
1242,2,0,1,1
1243,2,3,1,0
1244,2,1,1,1
1245,1,3,0,1
1246,0,3,1,0
1247,0,3,1,0
1248,1,0,0,1
1249,3,2,1,0
1250,1,0,0,1
1251,3,2,1,0
1252,1,2,1,0
1253,1,2,0,1
1254,0,3,0,0
1255,2,3,0,1
1256,2,1,0,1
1257,1,2,1,1
1258,1,2,0,0
1259,2,3,1,1
1260,3,2,0,1
1261,3,1,0,1
1262,1,0,1,0
1263,1,3,0,0
1264,3,2,1,1
1265,0,1,0,0
1266,0,2,0,0
1267,2,3,0,0
1268,3,2,0,1
1269,1,3,0,1
1270,0,3,1,1
1271,1,2,0,0
1272,3,2,1,1
1273,0,1,1,1
1274,0,2,1,1
1275,1,0,1,0
1276,3,2,0,1
1277,3,0,0,1
1278,0,2,0,0
1279,0,1,1,0
1280,1,3,0,0
1281,3,1,1,0
1282,1,0,0,0
1283,3,2,0,1
1284,3,2,0,1
1285,3,2,0,0
1286,2,0,1,0
1287,1,3,0,0
1288,0,2,1,1
1289,0,3,0,0
1290,0,2,1,1
1291,3,2,0,1
1292,2,3,0,0
1293,1,3,1,0
1294,3,1,1,1
1295,1,3,1,1
1296,0,2,0,0
1297,0,2,0,0
1298,1,3,1,1
1299,1,2,0,0
1300,3,2,1,1
1301,3,0,0,0
1302,2,3,1,0
1303,1,0,1,1
1304,2,0,1,1
1305,2,1,1,1
1306,1,0,1,0
1307,2,1,1,0
1308,2,3,1,0
1309,1,3,0,0
1310,3,1,1,1
1311,1,0,1,0
1312,0,3,1,1
1313,3,1,0,1
1314,1,0,0,1
1315,0,1,0,1
1316,1,2,0,1
1317,2,0,1,1
1318,1,0,1,1
1319,0,1,0,0
1320,1,2,0,1
1321,0,1,0,1
1322,3,0,1,1
1323,1,3,1,0
1324,0,3,0,1
1325,1,0,1,1
1326,2,3,0,0
1327,3,1,1,1
1328,1,3,0,0
1329,0,2,1,0
1330,3,0,0,0
1331,2,0,0,0
1332,3,0,1,1
1333,2,1,1,0
1334,0,3,0,0
1335,2,3,1,0
1336,3,1,0,0
1337,0,3,1,0
1338,1,2,0,1
1339,2,3,1,0
1340,3,2,0,0
1341,3,2,1,0
1342,3,2,1,0
1343,0,2,0,1
1344,3,1,1,1
1345,1,0,1,1
1346,3,0,1,1
1347,0,1,1,0
1348,3,1,1,0
1349,1,0,1,1
1350,3,1,1,1
1351,2,3,1,1
1352,2,0,1,0
1353,3,2,0,1
1354,0,2,0,0
1355,1,3,0,0
1356,3,1,0,1
1357,1,0,1,0
1358,1,2,0,0
1359,1,3,1,1
